name,license_no,type,address_line_1,city,state,zip,phone,website,total_beds
MAGIK ADULT DAYCARE CENTER LLC,12962224,assisted_living,4830 NW 167TH ST,MIAMI LAKES,FL,33014-6426,(305) 625-6237,magikadc.com,85
MAGIK ASSISTED LIVING LLC,11969875,assisted_living,1315 SE 9TH AVE,HIALEAH,FL,33010,(786) 953-5674,,38
MAJESTIC SENIOR CARE ALF,11966955,assisted_living,15347 SW 179TH TER,MIAMI,FL,33187-7735,(786) 367-6954,,6
MARBELLA ALF LLC,11969908,assisted_living,8700 SW 87 AVE,MIAMI,FL,33173,(305) 972-0375,,6
"MARCIA ADULT CARE #1, INC",11966387,assisted_living,5143 SW 157TH CT,MIAMI,FL,33185-5017,(305) 485-0478,,6
"MARGARITA ADULT DAYCARE, LLC",12962300,assisted_living,10989 SW 186TH ST,CUTLER BAY,FL,33157-6812,(305) 256-9944,,36
"MARGREG FACILITIES, CORP",11966801,assisted_living,12412 SW 213 TERRACE,MIAMI,FL,33177,(305) 259-8756,,6
MARIA ADULT HOME CARE III,11966925,assisted_living,14561 SW 30TH ST,MIAMI,FL,33175-6587,(786) 641-7424,,6
MARIA HOME CARE CORP,11966926,assisted_living,14615 SW 288TH ST,HOMESTEAD,FL,33033-1617,(305) 247-2517,,6
MARIA'S PALACE CORP,11967890,assisted_living,1781-83 SW 4TH ST,MIAMI,FL,33135,(786) 277-0441,,14
"MARILIN ADULT LIVING FACILITY, INC",11965091,assisted_living,7312 SW 16TH ST,MIAMI,FL,33155,(305) 267-9614,,6
MARILUCA # 2,11964209,assisted_living,9362 SW 155TH AVE,MIAMI,FL,33196-1112,(305) 380-8253,,6
MARILUCA 1,11964718,assisted_living,8411 SW 21ST ST,MIAMI,FL,33155-1028,(786) 762-2378,,6
MARISOL ALF CORP,11967333,assisted_living,12456 SW 9TH TER,MIAMI,FL,33184-2601,(305) 223-7246,,6
MARLA GROVE ALF INC,11968040,assisted_living,3705 SW 1ST AVE,MIAMI,FL,33145-3909,(305) 250-5647,,14
"MARTIN RESIDENCES, INC",11965703,assisted_living,19940 SW 124TH CT,MIAMI,FL,33177-4938,(786) 457-0743,,6
MARY FAMILY HOME LLC,11910938,assisted_living,7935 SW 146TH CT,MIAMI,FL,33183-2942,(305) 385-1138,,6
MARY'S HOME INC,11965734,assisted_living,14158 NW 88TH PL,MIAMI LAKES,FL,33018-7358,(786) 401-6639,,6
MARY'S HOUSE ALF LLC,11969873,assisted_living,9191 STERLING DR,CUTLER BAY,FL,33157,(786) 486-7673,www.maryshousealf.com,6
MAUD'S PLACE,11966208,assisted_living,860 NW 186TH DR,MIAMI,FL,33169-3841,(305) 652-8442,MUAD'SPLACE.COM,6
MAURI CANTELI CORP,11964939,assisted_living,11901 SW 25 TERRACE,MIAMI,FL,33175,(786) 512-9924,,6
MAYLU RETIREMENT HOME,11911664,assisted_living,4751 NW 4 TERRACE,MIAMI,FL,33126,(786) 360-5074,,14
MEADOW WOOD HOMES LLC,11966541,assisted_living,25799 SW 122ND PL,HOMESTEAD,FL,33032-7061,(786) 481-5980,,6
MED-CARE ADULT DAYCARE INC,12962846,assisted_living,9734 SW 24 ST,MIAMI,FL,33165,(786) 487-6204,,40
MEDINA'S ALF CORP,11969297,assisted_living,2443 NW 93 ST,MIAMI,FL,33147,(786) 443-7387,,6
MEDLEY SOCIAL CLUB,12962610,assisted_living,7911 NW 72ND AVE STE 106-108,MEDLEY,FL,33166-2227,(786) 781-2013,,60
"MELANIE'S ALF, INC",11967798,assisted_living,6415 SW 6TH ST,MIAMI,FL,33144-3710,(786) 747-4937,https://www.facebook.com/eliashomecare2,6
MERCEDES & FAMILY ALF,11967939,assisted_living,4941 NW 183RD ST,MIAMI GARDENS,FL,33055-2927,(786) 258-0994,,6
"MERCEDITAS HOME CARE, INC",11965501,assisted_living,2170 SW 20 STREET,MIAMI,FL,33145,(305) 857-0314,,14
"MERCY & MICHAEL ALF, LLC",11967330,assisted_living,3000 SW 23RD TER,MIAMI,FL,33145-3322,(786) 295-5920,,14
MERCY FAMILY CARE INC #1,11966865,assisted_living,4604 SW 144TH CT,MIAMI,FL,33175-6942,(786) 470-0652,,6
MERRY ONE ALF,11964986,assisted_living,1066 SW 141 COURT,MIAMI,FL,33184,(305) 554-7190,,6
MERY ALF 3 INC,11969766,assisted_living,3259 SW 141 AVE,MIAMI,FL,33175,(786) 447-4223,,6
MERY ALF CORP,11965706,assisted_living,12200 SW 2ND ST,MIAMI,FL,33184-1502,(305) 480-6052,,6
MGR HOME #2 INC,11967900,assisted_living,13620 SW 119TH ST,MIAMI,FL,33186-4518,(786) 502-3152,,6
"MGR HOME, INC",11967222,assisted_living,5305 SW 137TH CT,MIAMI,FL,33175-6024,(786) 431-5504,,6
"MI ARCOIRIS FAMILY CARE, INC",11953315,assisted_living,431 EAST 10 STREET,HIALEAH,FL,33010,(786) 337-6357,,6
MI CASA DORADA ASSISTED LIVING FACILITY CORP,11967721,assisted_living,7701 SW 132ND AVE,MIAMI,FL,33183-4266,(305) 385-2273,,6
MI CASITA ALF,11964602,assisted_living,13562 SW 38TH LN,MIAMI,FL,33175-3214,(305) 552-9789,,6
MI CASITA SENIORS CLUB ADULT DAY CARE CORP,12962602,assisted_living,10758 SW 24TH ST,MIAMI,FL,33165-2493,(786) 598-0396,,42
MI GRAN FAMILIA CORP,11911652,assisted_living,9981 SW 16TH ST,MIAMI,FL,33165-7576,(305) 223-5909,,6
"MI HOGAR, INC",11968883,assisted_living,8240 NW 171 ST,MIAMI,FL,33015,(786) 356-7722,,6
MI NUEVA VIDA ALF INC,11969645,assisted_living,403 NORTHWEST BLVD,MIAMI,FL,33126,(786) 313-3794,,6
MI NUEVA VIDA CORP,11963925,assisted_living,13361 SW 53 STREET,MIAMI,FL,33175,(305) 228-6139,,6
MI SEGUNDA CASA ADULT DAY CARE INC,12962400,assisted_living,3599 NW 7TH ST,MIAMI,FL,33125-4015,(786) 426-0084,,47
MI SUBLIME ATARDECER INC,11967256,assisted_living,20630 NW 37TH CT,MIAMI GARDENS,FL,33055-1161,(305) 760-2653,,6
MIA'S ADULT CARE ALF LLC,11967724,assisted_living,6524 SW 148TH PL,MIAMI,FL,33193-2013,(786) 536-2970,,6
MIAMI ASTURIAS HOME INC,11967114,assisted_living,10854 SW 69TH DR,MIAMI,FL,33173-2008,(305) 275-9640,,6
MIAMI COMFORT COVE INC,11967860,assisted_living,3511 NW 11TH CT,MIAMI,FL,33127-3225,(305) 637-9993,,14
"MIAMI GARDENS MANOR, INC",11966985,assisted_living,915 NW 175TH ST,MIAMI GARDENS,FL,33169-4613,(954) 815-8171,,6
MIAMI HORIZON ADULT DAY CARE INC,12962625,assisted_living,14505 COMMERCE WAY STE 450,MIAMI LAKES,FL,33016-1588,(786) 586-6060,,122
MIAMI HORIZON CORP,12962441,assisted_living,10000 SW 56TH ST STE 33-36,MIAMI,FL,33165-7165,(786) 534-8080,www.bestadultdaycare.com,77
"MIAMI JEWISH HEALTH SYSTEMS, INC.",111327,snf,5200 NE 2ND AVENUE,MIAMI,FL,33137,(305) 751-8626,www.miamijewishhealth.org,393
MIAMI LAKES ADULT DAY CARE,12962568,assisted_living,15344 NW 79TH CT,MIAMI LAKES,FL,33016-5850,(305) 846-9728,,36
MIAMI LAKES RETIREMENT HOME,11966207,assisted_living,16837 NW 91ST CT,HIALEAH,FL,33018-6328,(305) 549-8657,,6
"MIAMI LAKES SENIOR CARE, INC.",11966288,assisted_living,16350 NW 88TH PATH,MIAMI LAKES,FL,33018-6162,(305) 934-8770,,6
MIAMI SHORES NURSING AND REHAB CENTER,111329,snf,9380 NW 7TH AVENUE,MIAMI,FL,33150,(305) 759-8711,,99
MIAMI SOCIAL CLUB ADULT DAYCARE INC,12962679,assisted_living,12242 SW 8TH ST,MIAMI,FL,33184-1552,(786) 536-7429,,77
MIAMI SPRINGS NURSING AND REHABILITATION CENTER,111309,snf,201 CURTISS PKWY,MIAMI SPRINGS,FL,33166-5291,(305) 887-1565,miamispringsrehab.com,269
MIAMI-DADE COUNTY,11964797,assisted_living,1150 NW 11 STREET ROAD,MIAMI,FL,33136,(305) 545-3410,www.miamidade.gov/housing,101
MIDWAY RETIREMENT RESIDENCE,11911005,assisted_living,93 SW 79 COURT,MIAMI,FL,33144,(305) 926-9169,,12
MILLER HEIGHTS HOME,11911004,assisted_living,4930 SW 87TH AVE,MIAMI,FL,33165-6705,(305) 598-7614,,6
MILLER RETIREMENT HOME,11911563,assisted_living,11265 SW 56TH ST,MIAMI,FL,33165-6840,(305) 412-3633,,6
MILLY'S FAMILY HOME LLC.,11966956,assisted_living,8105 SW 136 PLACE,MIAMI,FL,33183,(786) 899-0029,,6
MIMAS ADULT DAY CARE CENTER INC,12962475,assisted_living,7300 W 20TH AVE,HIALEAH,FL,33016-1855,(305) 988-9052,,46
MIMAS MEADOW HOME LLC,11966772,assisted_living,10162 SW 143RD PL,MIAMI,FL,33186-6987,(305) 456-3778,,6
MIRABELLE,11969794,assisted_living,7400 SW 88TH ST,MIAMI,FL,33156,(786) 500-5500,www.arborcompany.com,105
MIRAMAR SENIOR LIVING III,11966825,assisted_living,15342 SW 16TH TERRACE,MIAMI,FL,33185,(786) 548-5893,,6
"MIRAMAR SENIOR LIVING IV, INC",11966897,assisted_living,14934 SW 32ND TER,MIAMI,FL,33185-3998,(786) 548-5893,,6
MIRAMAR SENIOR LIVING VI,11967003,assisted_living,15364 SW 10TH ST,MIAMI,FL,33194-2683,(786) 899-0343,,6
"MIS ABUELITOS ADULT DAY CARE, CORP",12962518,assisted_living,8290 SW 40TH ST STE 101-102,MIAMI,FL,33155-3312,(786) 727-7700,,38
"MIS ABUELITOS FELICES ADULT DAY CARE, INC",12962346,assisted_living,11601 SW 216TH ST,MIAMI,FL,33170-2933,(305) 542-0561,,75
MIS AMORES ADULT CARE LLC,12962886,assisted_living,18300 NW 62ND AVE STE 130,HIALEAH,FL,33015,(305) 340-3094,,32
"MIS DIAS DORADOS ALF, INC",11968360,assisted_living,18900 SW 197TH AVE,MIAMI,FL,33187-1874,(786) 495-9754,,6
MISTER AMADEO'S RETIREMENT HOME INC,11967424,assisted_living,3625 NW 12TH TER,MIAMI,FL,33125-2847,(305) 631-0574,GOLDENAGEALFS.COM,6
MOLINA ALF LLC,11970636,assisted_living,9830 SW 12TH TER,MIAMI,FL,33174,(786) 558-5917,,6
"MOM & DAUGHTER HOME CARE ALF, INC",11967210,assisted_living,9640 SW 161 PLACE,MIAMI,FL,33196,(305) 385-2927,,6
MOMENTOS ADULT DAY CARE INC,12962894,assisted_living,3002 NW 7TH ST,MIAMI,FL,33125,(786) 534-3289,,60
MONHER ALF CORP,11969145,assisted_living,18720 SW 295TH TERRACE,HOMESTEAD,FL,33030,(352) 458-5324,,6
MONICA'S ALF,11969256,assisted_living,9576 SW 124 CT,MIAMI,FL,33186,(786) 487-8173,,6
MONTE DE HOREB ADULT DAYCARE LLC,12962673,assisted_living,10841 SW 40TH ST,MIAMI,FL,33165-4410,(786) 431-1214,,20
MONTE OLIVO ADULT CARE,11967487,assisted_living,1745 SW 86TH AVE,MIAMI,FL,33155-1022,(305) 381-5067,,6
MOONSHINE ALF LLC,11964424,assisted_living,19240 SW 124 COURT,MIAMI,FL,33177,(305) 278-7314,,6
MORENO FACILITY LLC,11970591,assisted_living,11870 SW 186 ST,MIAMI,FL,33177,(786) 701-8929,,6
MORNING STAR ADULT DAY CARE CENTER CORP,12962258,assisted_living,2741 45 SW 142 AVE,MIAMI,FL,33175,(305) 485-4002,https://www.morningstaradc.com/,41
MORNING STAR ADULT DAY CARE CENTER II CORP,12962503,assisted_living,13206 SW 8TH ST # 08,MIAMI,FL,33184-1176,(305) 392-0899,http://morningstaradultdaycare.com/,40
MORNINGSIDE MANOR & VILLA ADULT CARE CORPORATION,11966094,assisted_living,200 SOUTH DRIVE,MIAMI SPRINGS,FL,33166,(786) 925-6021,,6
MOUNT OLYMPUS SENIOR CARE AND ACTIVITY CENTER CORP,12962423,assisted_living,14443 COUNTRY WALK DR,MIAMI,FL,33186-8103,(786) 230-6621,,43
MOUNT SINAI ELDERCARE INC,12962728,assisted_living,6050 W 20TH AVE STE 2001,HIALEAH,FL,33016-2605,(786) 584-5560,www.msmc.com/eldercare,90
MP DIVERSIFIED SERVICES CORP,11967585,assisted_living,311 SW 71ST AVE,MIAMI,FL,33144-2619,(305) 418-0731,,12
MSENE,12962264,assisted_living,100 WESTWARD DR UNIT A,MIAMI SPRINGS,FL,33166-5258,(305) 888-5003,www.miamiseniordaycare.com,65
MUNDI HOME LLC,11969795,assisted_living,9970 SW 38 TERR,MIAMI,FL,33165,(786) 703-1616,,6
"MY BEST FAMILY ADULT DAY CARE, INC",12962684,assisted_living,10029 SW 72ND ST,MIAMI,FL,33173-4623,(786) 314-1395,,40
MY DREAM ALF LLC,11969180,assisted_living,55 NE 193RD TERR,MIAMI,FL,33179,(786) 613-7117,mydreamalf.com,5
MY FAMILY ADULT DAY CARE LLC,12962320,assisted_living,10523 S W 40 ST,MIAMI,FL,33165,(786) 803-8437,MY FAMILY ADULT DAY CARE LLC,30
MY FRIENDS ADULT DAY CARE,12962758,assisted_living,13255 SW 137TH AVE STE 116-117,MIAMI,FL,33186-5326,(305) 833-9602,,50
MY GOOD LIFE ADULT DAYCARE LLC,12962820,assisted_living,28852 S DIXIE HWY,HOMESTEAD,FL,33033,(786) 691-5371,,30
MY GRANDFATHER HOME CARE,11953385,assisted_living,3042 SW 134TH PL,MIAMI,FL,33175-7195,(305) 551-7278,,6
MY LIVING CARE INC,11968382,assisted_living,1305 SE 7TH ST,HOMESTEAD,FL,33033,(305) 246-9556,,6
MY PARENT'S HOUSE INC,12962634,assisted_living,9761 SW 72ND ST # 65,MIAMI,FL,33173-4615,(305) 596-0259,,60
MY SWEET HOME,11943057,assisted_living,11312 SW 203 TERRACE,MIAMI,FL,33189,(305) 251-1119,,6
"MY SWEET HOME II, INC",11966724,assisted_living,214 NW 120TH AVE,MIAMI,FL,33182-1316,(786) 412-1110,,6
"MYP SENDERO DE FE HOME CARE, INC",11969000,assisted_living,8324 SW 157TH PLACE,MIAMI,FL,33193,(786) 762-2610,,6
N DREAM ALF LLC,11965146,assisted_living,7200 SW 131 AVE,MIAMI,FL,33183-3460,(305) 385-8380,,6
NANA'S ADULT DAY CARE AND RECREATION CENTER LLC,12962422,assisted_living,13655 SW 26TH ST,MIAMI,FL,33175-6378,(305) 485-9141,www.nanasadultdaycare.com,150
NANCY'S HOME CARE LLC,11963776,assisted_living,10301 SW 51ST ST,MIAMI,FL,33165-6230,(786) 485-4119,,6
NATALIA ALF INC,11966967,assisted_living,2118 SW 151 PLACE,MIAMI,FL,33185,(305) 226-8001,,6
"NEGRIN HOME INC, THE",11969773,assisted_living,11631 SW 100 ST,MIAMI,FL,33176,(786) 801-1964,,6
"NESLY HOME CARE,LLC",11964737,assisted_living,9453 SW 17 STREET,MIAMI,FL,33165,(786) 274-3618,,6
NEW ERA COMMUNITY HEALTH CENTER LLC,11969174,assisted_living,1351 N KROME AVE,HOMESTEAD,FL,33030,(786) 601-2449,https://neweracommunityhealthcenter.com,200
"NEW HOME SENIOR CARE, INC",11965261,assisted_living,73 E 47TH ST,HIALEAH,FL,33013-1839,(786) 558-4021,,6
"NEW HOPE A.L.F., INC.",11943038,assisted_living,100-102 NW 55TH CT,MIAMI,FL,33126-4914,(305) 262-2005,,14
"NEW HOPE C.O.R.P.S., INC.",32960533,assisted_living,1020 N KROME AVE,HOMESTEAD,FL,33030,(786) 243-1003,https://www.newhopecorp.org,9
NEW HORIZON ADULT ACTIVITY CENTER INC,12962237,assisted_living,913A SW 87TH AVE,MIAMI,FL,33174-3206,(786) 684-9512,,23
NEW HORIZON ASSISTED LIVING INC,11967414,assisted_living,30110 SW 145 COURT,HOMESTEAD,FL,33033,(305) 431-8298,newhorizonliving.com,6
NEW HORIZON LIVING,11967843,assisted_living,3377 SW 29 TERRACE,MIAMI,FL,33133,(305) 431-8298,,14
NEW HORIZONS COMMUNITY MENTAL HEALTH CENTER,32910092,assisted_living,6000 NW 12 AVENUE,MIAMI,FL,33127,(305) 758-7169,WWW.NEWHORIZONSCMHC.ORG,40
NEW LIFE ADULT DAY CARE CORP,12962605,assisted_living,22081 S DIXIE HWY,MIAMI,FL,33170,(305) 803-6122,newlifeadultdaycaremiami.com,104
NEW MILLENNIUM ADULT CARE III,11953540,assisted_living,3134 SW 26TH ST,MIAMI,FL,33133-2134,(305) 967-8565,,14
NEW PARADISE INC,11965416,assisted_living,2001 SW 80TH CT,MIAMI,FL,33155-1255,(786) 388-8747,,6
NEW WORLD ACLF,11953541,assisted_living,8184 WEST 18 AVENUE,HIALEAH,FL,33014,(305) 364-2821,,6
NICOLE'S FAMILY HOME ALF LLC,11965792,assisted_living,3700 SW 147TH PL,MIAMI,FL,33185-3902,(305) 364-5785,,6
NOA ALF LLC,11969925,assisted_living,14335 SW 288TH ST,HOMESTEAD,FL,33033,(786) 601-7898,,6
NOELITO ALF CORP,11964540,assisted_living,12720 SW 43RD DR,MIAMI,FL,33175-4133,(305) 207-1614,,6
NOELITO AMERICAN LIVING COMPANY,11910982,assisted_living,11060 SW 58TH TER,MIAMI,FL,33173-1106,(305) 598-9154,,6
NOELITO ASSISTED LIVING COMPANY,11967583,assisted_living,4701 SW 117TH AVE,MIAMI,FL,33175-1713,(305) 456-7868,,6
"NONNA GLORIA, ALF INC",11966075,assisted_living,12748 NW 98TH CT,HIALEAH,FL,33018-7422,(305) 820-3329,,6
NONNAS ADULT DAY CARE FACILITY INC,12962202,assisted_living,8870 SW 40TH ST,MIAMI,FL,33165-5465,(305) 989-7909,nonnasadultdaycare.com,35
"NORITA ADULT FAMILY CARE, INC.",11953486,assisted_living,11971 SW 118 STREET,MIAMI,FL,33186,(305) 274-9563,www.assistedlivingnorita.com,6
NORMANDY ESTATES ASSISTED LIVING,11968255,assisted_living,7100 RUE GRANVILLE,MIAMI BEACH,FL,33141-3507,(305) 397-8548,HTTP;//NORMANDYESTATESALF.COM,31
NORTH BEACH HEALTHCARE AND REHABILITATION CENTER,111317,snf,2201 NE 170TH STREET,NORTH MIAMI BEACH,FL,33160,(305) 945-1401,www.northbeachrehab.com,99
NORTH DADE NURSING AND REHABILITATION CENTER,111324,snf,1255 NE 135TH STREET,NORTH MIAMI,FL,33161,(305) 891-6850,ndnursing.com,245
NORTH MIAMI ADULT DAY CARE CENTER INC,12962481,assisted_living,855 NE 130 ST,NORTH MIAMI,FL,33161,(305) 979-8702,,15
"NOSTALGIA ADULT DAY CARE & ACTIVITIES CENTER, INC",12962381,assisted_living,20855 NW 9TH CT,MIAMI GARDENS,FL,33169-6801,(305) 816-6163,,60
NSPIRE HEALTHCARE KENDALL,11943123,assisted_living,9400 SW 137TH AVE,MIAMI,FL,33186-1434,(305) 385-8290,,54
NSPIRE HEALTHCARE KENDALL,111347,snf,9400 SW 137TH AVENUE,MIAMI,FL,33186,(305) 385-8290,www.nspirehc.com,120
NSPIRE HEALTHCARE MIAMI LAKES,111349,snf,5725 NW 186 STREET,HIALEAH,FL,33015,(305) 625-9857,,120
NUESTRO LUGAR DE AMOR ALF INC,11969707,assisted_living,718 NW 132 PL,MIAMI,FL,33182,(786) 546-3467,,6
NUEVA ERA HOME HEALTH SERVICES,11966838,assisted_living,9711 SW 135 AVENUE,MIAMI,FL,33186,(786) 399-9877,,6
NUEVA VIDA GARDENS ALF CORP,11969615,assisted_living,18078 NW 41ST CT,MIAMI GARDENS,FL,33055,(786) 757-0065,,6
"NUEVO RENACER ALF, CORP",11966671,assisted_living,540 N PERVIZ AVE,OPA LOCKA,FL,33054-3028,(305) 681-3888,,6
NUNEZ ADULT CARE II LLC,11965293,assisted_living,2591 SW 124 AVENUE,MIAMI,FL,33175,(305) 200-5456,,6
NUNEZ ADULT CARE LLC,11969976,assisted_living,15765 SW 76TH TERR,MIAMI,FL,33193,(786) 486-9365,,6
OASIS ADULT DAY CARE LLC,12962802,assisted_living,7840 NW 178 ST,PALM SPRINGS NORTH,FL,33015,(305) 562-7946,,30
OASIS CLUB DAY CARE CORP,12962615,assisted_living,9782-84 SW 24 ST,MIAMI,FL,33165,(305) 603-8047,,50
OASIS HOME FOR THE ELDERLY,11963868,assisted_living,33 W 26TH ST,HIALEAH,FL,33010-1707,(954) 348-9427,,19
OCEAN EAST WELLNESS CENTER LLC,12962850,assisted_living,11527 QUAIL ROOST DR,MIAMI,FL,33157,(786) 444-6003,,95
ODALYS HOME,11964795,assisted_living,4342 SW 129TH AVE,MIAMI,FL,33175-4020,(786) 295-6933,,6
OLD CUTLER RETIREMENT HOME,11932665,assisted_living,21640 OLD CUTLER ROAD,MIAMI,FL,33190,(305) 256-0120,,6
"OLIMPO ADULT DAY CARE, INC",12962447,assisted_living,11865 SW 26TH ST STE G5,MIAMI,FL,33175-2471,(305) 364-5081,www.olimpoadultdaycare.com,47
OLIVER-PYATT CENTERS,32960365,assisted_living,7990 SW 57TH AVE,MIAMI,FL,33143,(305) 663-1876,WWW.OLIVERPYATTCENTERS.COM,14
OLIVER-PYATT CENTERS,32960376,assisted_living,7400 SW 59 PL,SOUTH MIAMI,FL,33143,(305) 663-1738,https://www.oliverpyattcenters.com/,30
OMI MANAGEMENT MIAMI LLC,11970116,assisted_living,9025 SW 166 AVE,MIAMI,FL,33196,(305) 408-0943,,6
ONDYMERCY CORP,11964791,assisted_living,4010 SW 107TH AVE,MIAMI,FL,33165-4813,(786) 226-4043,,6
"OPEN ARMS ALF, INC",11968810,assisted_living,13453 SW 289TH TER,HOMESTEAD,FL,33033-5663,(305) 972-4709,,6
"ORTA'S HOME, INC",11967528,assisted_living,1201 NW 35 AVENUE,MIAMI,FL,33125,(305) 643-6123,,6
ORULMILA CARE ALF CORP,11968346,assisted_living,15700 SW 296TH ST,HOMESTEAD,FL,33033-2422,(305) 242-5234,,6
OSMANI M ALF LLC,11968275,assisted_living,26423 SW 122ND PL,HOMESTEAD,FL,33032-7904,(786) 601-2558,,6
OUR DREAM ALF,11911570,assisted_living,1630-1640 PALM AVENUE,HIALEAH,FL,33010,(305) 887-4141,,42
OUR FAMILY ASSISTED LIVING FACILITY II INC,11968320,assisted_living,1813 SW 150TH PL,MIAMI,FL,33185-5690,(786) 597-4695,,6
"OUR LADY OF CHARITY ACLF, INC",11942937,assisted_living,2927 SW 21ST TER,MIAMI,FL,33145-2319,(305) 567-9321,,14
"OUR LOVING MOTHER ELDERLY CARE, INC.",11932590,assisted_living,1635 WEST 65 STREET,HIALEAH,FL,33012,(305) 557-8100,,6
OVANY'S HOME CARE CORP,11967830,assisted_living,526 SW 66TH AVE,MIAMI,FL,33144-3751,(786) 704-1480,,6
OXANA GOLDEN GLOW,11970541,assisted_living,335 SW 62ND CT,MIAMI,FL,33144,(786) 558-5095,,6
"PALACE AT HOMESTEAD, LLC",11969105,assisted_living,3100 NE 8TH ST,HOMESTEAD,FL,33033,(305) 247-0446,www.thepalacegardens.com,208
PALACE AT KENDALL,11911032,assisted_living,11355 SW 84 STREET,MIAMI,FL,33173,(305) 270-7000,www.thepalace.org,510
PALM BREEZE A.L.F.,11953688,assisted_living,1045 PALM AVENUE,HIALEAH,FL,33010,(305) 883-8376,,61
PALM GARDEN OF AVENTURA,111346,snf,21251 E DIXIE HIGHWAY,NORTH MIAMI BEACH,FL,33180,(305) 935-4827,,120
PALM GARDENS VI,11953491,assisted_living,1214 W 78TH TER,HIALEAH,FL,33014-3442,(305) 826-9865,,6
PALMETTO ALF II INC,11967521,assisted_living,8933 NW 172ND TER,HIALEAH,FL,33018-6669,(305) 558-6654,,6
PALMETTO ALF INC,11964369,assisted_living,6826 W 25TH CT,HIALEAH,FL,33016-5461,(305) 819-6919,,6
PALMETTO CARE CENTER AND REHAB,111344,snf,6750 WEST 22ND COURT,HIALEAH,FL,33016,(305) 823-3119,www.palmettocarecenter.com,90
"PALMETTO SENIOR CARE, INC.",11964350,assisted_living,3157 WEST 78 PLACE,HIALEAH,FL,33016,(305) 934-8770,,6
PALMETTO SUBACUTE CARE CENTER,35910286,snf,7600 SW 8TH STREET,MIAMI,FL,33144,(305) 261-2525,www.palmettosubacute.com,95
"PARADISE ADULT CARE,INC.",11922199,assisted_living,14730 SW 150TH ST,MIAMI,FL,33196-2367,(305) 255-4187,,6
"PARADISE ADULT CENTER, INC.",11966551,assisted_living,480 W 66TH ST,HIALEAH,FL,33012-6667,(305) 822-0994,,6
"PARADISE ADULT DAY CARE, INC",12962372,assisted_living,50 LINDSAY CT,HIALEAH,FL,33010-5224,(786) 900-0090,ParadiseADC.com,96
PARADISE HOME ALF CORP,11967426,assisted_living,8950 SW 215TH TER,CUTLER BAY,FL,33189-3816,(786) 223-3170,,6
PARADISE LOVING FACILITY INC,11966203,assisted_living,1425 SW 91ST AVE,MIAMI,FL,33174-3129,(305) 456-6409,,6
PARADISE SOCIAL CLUB ADULT DAY CARE CORP,12962607,assisted_living,3810 E 4TH AVE # 3830,HIALEAH,FL,33013-2704,(786) 762-2686,,49
PARADISE VILLA ALF INC,11967840,assisted_living,21164 SW 92ND PL,CUTLER BAY,FL,33189-2459,(305) 971-6477,,6
PARAISO ALF LLC,11969628,assisted_living,4500 SW 114 CT,MIAMI,FL,33165,(786) 399-9877,,6
PARAISO DOS GARDENIAS LLC,11953434,assisted_living,7450 W 14TH CT,HIALEAH,FL,33014-3414,(786) 360-3661,,6
PARAISO TROPICAL HOME SERVICES LLC,11970043,assisted_living,140 NW 9TH AVE,MIAMI,FL,33128,(305) 646-1984,,14
PARK PLACE ASSISTED LIVING INC,11968090,assisted_living,8200 SW 43RD TER,MIAMI,FL,33155-4217,(305) 972-0375,,6
PASSAGEWAY RESIDENCE OF DADE COUNTY,32940197,assisted_living,2255 NW 10TH AVENUE,MIAMI,FL,33127,(305) 635-9106,www.passagewaycommunity.org,38
PATRICIA HOME SERVICES,11966237,assisted_living,8441 SW 129TH AVE,MIAMI,FL,33183-4334,(786) 315-7320,,6
PAZ CON AMOR INC,11967368,assisted_living,610 NW 33RD AVE,MIAMI,FL,33125-4106,(305) 972-0375,,14
"PAZ Y AMOR SENIOR CARE, LLC",11970713,assisted_living,1230 SW 94TH ST,MIAMI,FL,33174,(786) 512-2474,,6
PEACE & CARE ALF,11966851,assisted_living,8121 NW 200TH TER,MIAMI GARDENS,FL,33015-6617,(305) 450-9457,,6
PEACE AND CARE OF MIAMI LAKES,11968017,assisted_living,15301 DURNFORD DR,MIAMI LAKES,FL,33014-2319,(305) 450-9457,,6
PEACEFUL ADULT DAY CARE LLC,12962696,assisted_living,14900 SW 136 ST STE 107,MIAMI,FL,33196,(786) 709-7739,,25
PENATE ADULT CARE 1 LLC,12962443,assisted_living,14792-14794 SW 56 ST,MIAMI,FL,33185,(786) 272-9171,penatemedicalcenter.com,66
PENATE ADULT CARE 2 LLC,12962603,assisted_living,1267 W 68TH ST,HIALEAH,FL,33014-4523,(786) 272-9172,penatemedicalcenter.com,135
PENATE ADULT DAY CARE 3 LLC,12962644,assisted_living,18900-50 SW 106 AVE SUITE-115,CUTLER BAY,FL,33157,(786) 515-2245,penatemedicalcenter.com,135
PENATE ADULT DAYCARE 4 LLC,12962666,assisted_living,4847 NW 183RD ST,MIAMI GARDENS,FL,33055-2955,(786) 725-3822,penatemedicalcenter.com,100
PENATE ADULT DAYCARE 5 LLC,12962705,assisted_living,995 N MIAMI BEACH BLVD,NORTH MIAMI BEACH,FL,33162,(786) 785-6690,,170
PENATE ADULT DAYCARE 6 LLC,12962844,assisted_living,923 NW 27TH AVE,MIAMI,FL,33125,(786) 936-2410,,120
